name,price,old_price,discount
"DELL  latitude  dellRefurbished 5300 2 in 1, 13.3 Touchscreen, 360°","UGX 1,050,000","UGX 1,854,500",43%
"litebook 840/830 G5/G6 14-inch FHD (1920x1080) Business Laptop Intel Core I5, 8GB RAM, 512GB SSD , Windows 11 Pro- Renewed( (6MTHS WRTY)-SILVER","UGX 1,260,000","UGX 1,690,000",25%
"Nec VersaPro,Slim Laptop, Intel Core i5 8th Gen,8GB RAM,128GB SSD-Black,Refurished","UGX 590,000","UGX 1,010,000",42%
"11e Mini laptop,11.6"" Inch 4GB RAM,128GB SSD, 4hours -Black,Refurbished (6MTHS WRTY)","UGX 359,000","UGX 699,000",49%
"Elitebook 840 G5/G6, 14-inch, Intel Core i5, 8GB RAM, 256GB SSD , Windows 11 Pro, Refurbished – Silver","UGX 1,200,000","UGX 2,100,000",43%
640 14 Inch Laptop Core I5 12gb Ram  1TB HDD Storage (Refurbished) - Black,"UGX 658,000","UGX 958,000",31%
"Elitebook 840 G3 Core i5 8GB RAM, 512 SSD Silver","UGX 990,000","UGX 2,000,000",51%
"Refurbished - Hp EliteBook 840 8GB RAM, 256GB SSD g3 Core i5 6th G- Silver (3MTHS WRTY)","UGX 969,000","UGX 2,100,006",54%
Tecno Megabook T15DA laptop,"UGX 3,400,000",,
"Probook 430/440 G3 Intel Core i5 6th Generation, ,8GB RAM ,256GB SSD, 13.3 inches -Refurbished-Black","UGX 599,000","UGX 999,905",40%
"Hp Stream Probook  11'6 Mini Laptop,Intel, 4GB RAM,128GB Storage(64GB SSD PLUS 64GB SD card)  – Grey- Refurbished","UGX 369,000","UGX 600,000",39%
Refurbished Latitude 7270 12.50'' I5 8GB RAM 256GB SSD - Black,"UGX 599,000","UGX 990,000",39%
"Flip Touchscreen 11.6"",Intel Celeron/Pentium,4GB Black,128GB SSD, Renewed","UGX 399,000","UGX 690,006",42%
" Latitude 3380 i5 7200U 2.5GHz 8GB Fast 500GB HDD 13.3"" With Free Microsoft Office And Windows 10 Pro-Black","UGX 769,000","UGX 9,900,000",92%
Refurbished Probook Touch Screen X360 Intel 4GB RAM 128GB SSD 11.6 Plus Free USB-HUB B- (Grade A),"UGX 450,000","UGX 650,000",31%
Latitude 11'' Inch 3189 / 3190 Touch X360 128GB SSD/4GB RAM (Renewed ) Plus Mouse-Dark Grey,"UGX 640,000","UGX 900,000",29%
Microsoft surface Laptop 3 Core i7 10th Gen  16GB RAM 256GB SSD Touch,"UGX 2,100,000",,
"Refurbished EliteBook 840 Intel Core i5 4GB Ram, 500GB HDD Plus Free Smart Watch- Black","UGX 688,000","UGX 1,300,000",47%
"Acer MIni Travelmate.4GB RAM 128GB SSD, 12Inches Plus Free Mouse - Black-Refurbished","UGX 358,000","UGX 590,000",39%
"Latitude 7250: 5th Gen Core i7, 8GB RAM, 128GB SSD, Black - Refurbished","UGX 880,000","UGX 1,100,000",20%
"Acer X360 Spin Mini Laptop ,2 in 1, Touch Screen,4GB RAM,64GB SSD,11.6 Inch-Renewed","UGX 379,000","UGX 650,000",42%
"Apple MacBook Air 13.0"" MGND3/LLA M1 8GB 256GB  - Pink Gold","UGX 3,870,000","UGX 4,870,000",21%
"Dell Latitude 7410 X360 – Intel Core i7 (10th Gen), 16GB RAM, 512GB SSD – 14"" Touchscreen – 360° Convertible Business Laptop ","UGX 1,420,000","UGX 1,900,000",25%
Refurbished Latitude 7280 Touch screen Core I5 7th Generation 256GB Fast SSD 16 GB RAM 32OOMHZ Speed 12.5-inch Black Business Laptop Battery life of 4-8 hours,"UGX 2,800,000",,
Refurbished EliteBook 840 Core i5 16GB RAM 500GB HDD Free Anti Theft Bag - Black (6MTHS WRTY),"UGX 799,000","UGX 1,100,000",27%
"Latitude 3340 Touchscreen  13.3 Inch  Core I5, 8GB RAM, 500GB HDD,- Refurbished","UGX 580,000","UGX 900,000",36%
"Refurbished 11e Mini Laptop 11.6"" Inch 4GB RAM,128GB SSD 4hours -Black (6MTHS WRTY)","UGX 369,000","UGX 699,000",47%
Refurbished LenovoThinkPad X131e AMD 4gb RAM 320gb HDD-black ,"UGX 550,000","UGX 850,000",35%
"ThinkPad 13""-inch ,Core i5, 8GB RAM, 256GB SSD,  -Black ( 6 MTHS WRTY) Refurbished Grade A","UGX 710,000","UGX 1,250,000",43%
" Refurbished X270 Intel Core i7 8GB/256GB SDD , 13 Inch - Black (6MTHS WRTY)","UGX 650,000","UGX 1,500,000",57%
"DELL Student Mini Laptop,Intel Duo Core,64GB SSD,4GB RAM,11.6""-Gey/Black,Renewed","UGX 319,000","UGX 670,000",52%
Hp ELITEBOOK 845 G8,"UGX 1,350,000","UGX 1,450,000",7%
"Latitude 3189/3190 2 In 1, 11.6"" Touch Screen Laptop, Intel, 4GB RAM DDR4, 128GB SSD-BLACK Refurbished (6MTHS WRTY)","UGX 490,000","UGX 1,300,000",62%
"ThinkPad inch, Intel, Core i5 8GB RAM, 512GB SSD, , -Black (Refurbished)","UGX 838,100","UGX 1,800,000",53%
"UK Certified Refurbished EliteBook 840 G8 14"" Laptop, 11th Gen, Intel i5, 16GB DDR4 RAM, 512GB SSD, 1080p Full HD, Thunderbolt 4, Webcam - Silver","UGX 1,650,000","UGX 3,500,000",53%
"Hp OmniBook 5 14-fp0023dx Flip Laptop Intel® Core ™ 7 150U Processor 512GB Solid State Drive, 16GB on-board LPDDR5 SDRAM, 16GB on-board LPDDR5 SDRAM 2K (1920 x 1200) IPS LED, Display (300 nits), 5MP IR Camera, Backlight KB, Windows 11 Brand New","UGX 3,600,000","UGX 4,500,000",20%
"Apple Macbook Pro 14.2"" M1 Chip MKGP3LL/A (2022) 8C CPU/14C GPU/16GB/512GB Liquid Retina Display, Touch Bar/ID - Space Gray","UGX 7,500,000",,
"DELL Latitude 3380-Business Laptop, Intel Core i3, 13.3 inch, 6th/7th Gen, 8GB RAM, 500GB HDD Refurbished - Grey","UGX 650,000","UGX 850,000",24%
"Renewed Probook 440 G3 Intel Core i5 6th Generation, 8GB RAM, 128GB SSD Plus 500GB HDD, 14 Inches HD Display-Black (6 Months Warranty)","UGX 699,000","UGX 999,000",30%
"Macbook pro 2018 16gb ram, 512gb","UGX 3,000,000",,
"DELL  Refurbished Latitude 7470 Intel Core i5, 8GB RAM, 256 SSD, 14"" - Black","UGX 780,000","UGX 900,000",13%
"DELL Latitude 3380-Business Laptop, Intel Core i3, 13.3""- 6th/7th Gen, 8GB RAM, 500GB HDD Renewed (With a Free Laptop Bag) - Grey","UGX 577,000","UGX 990,000",42%
"Refurbished Elitebook Notebook Core I5,16GB RAM,512 GB SSD,14"", - Black","UGX 999,890","UGX 1,790,019",44%
"Latitude 3189,Intel Pentium,4GB RAM,128GB SSD,11"" Touch Screen With 6 Hour Battery-Grey","UGX 620,000","UGX 800,000",23%
Refurbished Probook Touch Screen X360 Intel 4GB RAM 128GB SSD 11.6 Plus Free Mouse-Pad- (Grade A),"UGX 440,000","UGX 650,000",32%
"Latitude 13.3 Inches  Laptop,8GB RAM,256 GB SSD Storage-Renewed","UGX 649,000","UGX 850,000",24%
"Refurbished  Latitude 3189/3190 2-in-1 Touchscreen Convertible Laptop, Intel Processor, 4 GB RAM, 512GB SSD, + Mouse -Dark Grey","UGX 599,000","UGX 1,250,000",52%
"Refurbished Probook G1,Touch Screen X360,Intel,4GB RAM,128GB SSD, 11.6,Mini-Grey","UGX 488,998","UGX 1,200,015",59%
"Apple MacBook Air M2  13"" - MLXW3LL/A 8GB RAM 256GB ROM 8 Core GPU - Midnight","UGX 4,530,000","UGX 5,530,000",18%
Thinkpad Refurbished X260/X270 Intel Core I5 8GB 512GB SSD 13 Inch-Black( Refurbished ) Grade A,"UGX 685,000","UGX 1,300,000",47%
"Refurbished Latitude 3189/3190 2 In 1, 11.6"" Touch Screen Laptop, Intel , 4GB RAM DDR4, 128GB SSD-Black","UGX 470,000","UGX 550,000",15%
Refurbished 840 14 Inches Fast 12GB RAM 1000GB/ 1TB HDD - Black (3MTHS WRTY),"UGX 990,000","UGX 1,200,000",18%
"Refurbished 11e Mini laptop,11.6"" Inch 4GB RAM,128GB SSD, -Black,Refurbished (3 MTHS WRTY)","UGX 379,000","UGX 648,996",42%
"Elitebook Renewed 1040 G7 14 inch FHD X360 Touch, Core i7-10th Generation 16GB RAM , 512GB SSD","UGX 2,800,000","UGX 3,800,000",26%
"EXtremelite 11.6"" Touchscreen Convertible 2 in 1 Notebook HD 8GB Ram and 256GB Fast SSD 8Hours Battery Intel Celeron Quad-core (4 Core) With Pre installed Windows and Microsoft office and Type C Charger -Renewed-Dark grey","UGX 680,000","UGX 980,000",31%
 Refurbished Elitebook 840 14 Inch Screen _ Core i7 _ 8GB RAM 1TB HDD - Black,"UGX 899,000","UGX 2,300,000",61%
Elitebook 840 G3 - 14 Inch - Core i5 - 16 gb ram 2000GB/2TB  HDD- Silver,"UGX 1,250,000","UGX 2,500,000",50%
DELL Latitude 3150 4GB RAM 500GB Storage - Grey,"UGX 560,000","UGX 700,000",20%
"Mini Refurbished Travel Mate B115 - 11.6"" Touch Screen Intel Celeron 4GB RAM 128GB SSD - Black","UGX 379,000","UGX 680,000",44%
"Refurbished Latitude 3340/3350 13.3"", Intel Core I3, 4GB RAM,1000GB HDD,- - Dark Grey (6MTHS WRTY)","UGX 519,000","UGX 1,489,995",65%
Hp 15s-fq5016nia Intel Core I5 1235U 12th Gen 8GB RAM/512GB SSD 15.6″ - Black,"UGX 2,600,000",,
"Apple 2023 MacBook Air M2 Chip 15.3"" MQKX3LL/A 8GB RAM 512GB SSD - Midnight","UGX 5,950,000","UGX 6,950,000",14%
Refurbished Latitude 11'' Inch 3180/3190 128GB SSD/4GB RAM -Dark Grey/ Black Grade A,"UGX 530,000","UGX 860,000",38%
"Intel Core i3 6th Generation,8GB RAM,128GB SSD,11.6 Inch Mini Laptop Win 10-Black,Refurbished","UGX 449,000","UGX 799,000",44%
DELL Refurbished Latitude 11'' Inch 3180/3190 4GB RAM 128GB SSD (3MTHS WRTY) - Grey/Black (Grade A),"UGX 390,000","UGX 1,000,000",61%
"Latitude 3340/50 13.3"" Intel Core I3 16GB RAM 1TB HDD - Grey (Refurbished).","UGX 779,000","UGX 800,000",3%
"Latitude 7270/5270,12.5"", I5,8GB RAM, 512GB SSD- Refurbished","UGX 699,000","UGX 1,099,907",36%
"Refurbished Probook 640 G2 I5 7th Gen,16GB RAM 256GB SSD (Grade A) - Black (6MTHS WRTY)","UGX 999,000",,
"11.6"" Touch Screen Mini Laptop  B115 -  Intel Celeron 4GB RAM 128GB SSD - Black-Refurbished","UGX 379,000","UGX 670,000",43%
" Latitude 3350/3340 13.3"",,Core i3,4GB RAM,500GB HDD - Refurbished -Dark Grey","UGX 760,000","UGX 1,200,000",37%
"Macbook Pro 15-Inch i9 8-Core, 32GB RAM, 1TB SSD, Graphics: Radeon 4GB","UGX 2,600,000",,
"Refurbished Latitude Laptop 16GB Ram ,1TB HDD +Bag And Mouse - Dark Grey (6 MTHS WRTY)","UGX 580,000","UGX 1,099,000",47%
"REFURBISHED Thinkpad YOGA 370, 2in1 Laptop  Intel Core i5-7th Generation CPU  8GB RAM  256GB SSD  13.3 inch Touchscreen 360° Display  Windows 10 Pro ","UGX 1,250,000","UGX 1,500,000",17%
"Elitebook 8460P/8470P Intel Core I5,8GB RAM,500GB HDD,14"" Aluminium Body-Refurbished","UGX 479,000","UGX 899,000",47%
"ThinkPad Yoga 12.5-inch, Intel, Core i5 8GB RAM, 512GB SSD, Touch Screen, -Black (Refurbished)","UGX 840,000","UGX 900,000",7%
"Latitude 3189/3190 2 in 1, 11.6"" Touch Screen Laptop, Intel, 4GB RAM DDR4, 256GB SSD-BLACK Refurbished (6MTHS WRTY)","UGX 540,000","UGX 1,200,000",55%
"Lenovo Thinkpad T490s Business Laptop, Intel Core i5-8565U, 14 inch FHD, 256GB SSD, 161GB RAM, Integrated Intel UHD Graphics 620, Win11 Pro, Backlit Eng KB","UGX 2,000,000",,
"Refurbished Grade A EliteBook 840 G8 Touchscreen Laptop Intel Core i5-1145G7 11th Gen, 8GB RAM, 256GB SSD, 14.0-Inch FHD Display Win 11 Pro","UGX 1,700,000",,
Apple Mackbook air 15.3” Notebook M2 chip 8GB unified RAM 512GB - Starlight ,"UGX 7,800,000",,
"Hp EliteBook X360 1030 G3 / G4 Notebook PC Intel Core i5 16GB RAM, 256GB SSD  - Silver(6MTHS WRTY)","UGX 1,380,000","UGX 2,200,000",37%
"Refurbished ThinkPad 11e 4GBRAM 128GB SSD 11.6"" Plus Free Unlcoked Simcard Internet MIFI-Black (Grade A","UGX 440,000","UGX 650,000",32%
"Latitude 3380 I5 7200U 2.5GHz 4GB Fast 256GB SSD 13.3"" With Free Microsoft Office And Windows 10 Pro-Black","UGX 850,000","UGX 1,000,000",15%
" x360 Degrees, TouchScreen , Intel Pentium Silver N5000,4GB RAM,128B SSD, 11"",Blck,Refurbished","UGX 429,000","UGX 700,000",39%
"Refurbished  100e 4th Gen 11.6"" 4GB RAM,128GB SSD (64 ssd +64 Memory Card),Rugged & Spill Resistant Mini  Laptop","UGX 380,000","UGX 850,000",55%
Refurbished ProBook 640 14in Notebook Pc Intel Core i5 8GB 1000GB HDD,"UGX 990,000",,
" Refurbished Latitude 11"" Intel 8GB , Ram 500GB HDD  - DaryGrey - Grade A","UGX 428,999","UGX 999,990",57%
"Hp EliteBook 840 G7, I7 -16GB RAM- 256GB SSD,- Gray. Brand New","UGX 2,230,000","UGX 3,000,000",26%
"Refurbished 820 G3,Core I5,12GB RAM,256GB SSD 12.5""- Silver Grade A","UGX 799,000","UGX 1,689,984",53%
Lenovo Refubrished Thinkpad T460s/T470s   i5 6th Generation 8gb Fam 256gb SSD-Black,"UGX 788,000","UGX 1,650,011",52%
"Refurbished 11e 11.6"" Inch 4GB RAM 4hours 128GB SSD-Black (Grade A)","UGX 385,000","UGX 690,000",44%
"Apple 2022 MacBook Air 13"" MLY33LL/A M2/8-core GPU 8GB RAM 256GB SSD  - Gray","UGX 4,400,000","UGX 5,400,000",19%
"Refurbished Elite book  6930p/6730b: Core2,14' 4GB RAM,160GB - Silver","UGX 500,100","UGX 850,100",41%
" Latitude 3380 Intel Core I3 13.3"" 6th/7th Gen 8GB RAM, 500GB HDD Refurbished+Mouse & bag","UGX 525,000","UGX 950,000",45%
"Transformer Book Flip E205 11.6-inch Touchscreen x360, Intel Pentium 4GB,128GB Storage, (64GB SSD Plus 64GB SD Card) Windows 10, Dark Blue,Refurbished","UGX 399,000","UGX 700,000",43%
Latitude 3340 Intel 16GB RAM 500GB HDD (Refurbished).,"UGX 480,000","UGX 780,000",38%
"Hp Probook 11  Duo Core,64GB  SSD RAM 4GB RAM, Dark Grey","UGX 339,000","UGX 589,995",43%
"Hp Envy X360 14-ES1023 2-IN-1 Business Laptop 2023, 14"" FHD IPS Touchscreen, Intel 7 150U 10-Core","UGX 4,800,000","UGX 8,000,000",40%
"Refurbished Slim NoteBook ,Core I5,8GB Ram,500GB HDD 14""Windows 10 (6 MONTHS WARRANTY)-  Black","UGX 575,000","UGX 1,090,000",47%
"Hp EliteBook 830 G5/G6,Intel Core I5 8th Gen,8GB RAM,256GB SSD, 13inch, Silver-Renewed","UGX 1,299,000","UGX 1,700,000",24%
" 13.3 Inches Business Laptop,8GB RAM,256 GB SSD,Windows 11 Pro-Renewed","UGX 649,000","UGX 850,000",24%
Refurbished EliteBook Folio 1040 14inch Laptop Core i7 8GB Ram 256GB SSD-Gray/silver (Grade A),"UGX 1,100,000","UGX 1,500,000",27%
"Latitude Intel Core i3-8th Generation, 128GB NVMe SSD, 4GB PC4, 13.3"", Refurbished","UGX 499,000","UGX 800,000",38%
"Eeebook Flip E205SA 11.6-inch Touchscreen x360, Intel Celeron/Pentium 4GB,128GB Storage, (64GB SSD Plus 64GB SD Card), Dark Blue,Refurbished","UGX 399,000","UGX 700,000",43%
"Acer Travelmate X360 Spin Mini Laptop ,2 in 1, Touch Screen,4GB RAM,64GB SSD,11.6 Inch-Refurbished","UGX 379,000","UGX 650,000",42%
"Renewed Elitebook 840 G5 14"" Core I5 , 8GB DDR4 Ram, 256GB SSD ,Windows 11– Silver","UGX 1,099,000","UGX 2,000,000",45%
Hp 640 Intel Core i5 8GB RAM 500GB HDD GRADE A (6 Months Warranty) - Black,"UGX 519,990","UGX 980,000",47%
"Referburished  Yoga  Touchscreen Intel 500GB,4GB -Black","UGX 559,000","UGX 1,200,000",53%
"Hp 14-FP0013DX OmniBook 5 Flip 2-in-1 14"" FHD+ Touch Screen Intel Core 5 120U 8GB RAM 512 SSD - Gracier Silver","UGX 2,140,000",,
Hp 840 g7 core i5 16gb ram 512gb storage touch screen-silver refurbished,"UGX 1,650,000","UGX 2,000,015",18%
11e Yoga Touchscreen 11.6 Grade A,"UGX 480,000","UGX 1,200,015",60%
"Refurbished 11e ThinkPad Intel, 11.6 Inch 4GB RAM 128GB SSD","UGX 498,000","UGX 1,000,000",50%
"Refurbished EliteBook 840 G2/G1, Core i5, 8GB RAM, 500GB HDD - Black","UGX 620,000","UGX 1,350,000",54%
"ProBook 440/430 G3 Intel Core i5 6th Generation ,8GB RAM ,256GB SSD Windows 10 Pro-Refurbished","UGX 599,000","UGX 989,981",39%
"Refurbished Lenovo ThinkPad Yoga 11.6""Touch Screen,Intel Celeron Quad Core,128GB SSD, 4GB RAM Mini- Black","UGX 989,982",,
"Hp 250 G7 i3, 15.6"", 4GB ,1TB , Win10 Home- 1L3K1EA -Black","UGX 2,149,983",,
"EliteBook 830 G5 Laptop i5-8th Gen 8GB DDR4 RAM, 256GB SSD – Silver (Refurbished)Grade A","UGX 939,900","UGX 1,600,000",41%
" Student Mini Laptop,Intel Celeron,64GB SSD,4GB RAM,11.6""-Grey/Black,Refurbished","UGX 319,000","UGX 600,000",47%
Latitude Refurbished 3310 13.3-inch Intel Duo Core 4GB RAM 128GB SSD-3 Months Warranty - Grey/Black,"UGX 449,000","UGX 610,000",26%
Lenovo Thinkbook 13S Core I5 Laptop Gen 4 With 12 Gen Proessor- Slim Alptop 13.3 Inches Non Touch. (21Ara00Gue ) - Silver,"UGX 3,895,000","UGX 5,404,000",28%
DELL Latitude 11'' Inch 3180/3190 4GB RAM 128GB SSD Refurbished (3MTHS WRTY) - Grey/Black,"UGX 495,000","UGX 750,000",34%
"Apple MacBook Pro 14.2"" - MTL73LL/A 8GB RAM 512GB ROM M3 Chip  - Space Gray","UGX 6,730,000","UGX 7,730,000",13%
EliteBook Folio 9480M 14in Intel Core i5 8GB 500GB HDD Windows 10 Professional (Renewed)-Grey/Silver,"UGX 750,000","UGX 1,400,000",46%
"Ideapad FHD Laptop with Intel Core i5,  12Th Generation 8GB RAM, and 512GB SSD-Gray/Silver","UGX 2,500,000","UGX 3,200,000",22%
"Elitebook 830 G5  Core I5 8th Gen,16GB RAM,256GB SSD, 13.3 Inch Laptop ,Windows 11,Renewed Grade A - Silver","UGX 1,299,000","UGX 1,450,000",10%
"Refurbished 14 Inch EliteBook 840 G2/G1, Core i5, 8GB Ram, 500GB HDD, Windows 10 Pro - Black","UGX 680,000","UGX 1,240,000",45%
"Refurbished Latitude E7470/7480, Core i5 , 6th/7th Gen,  8GB RAM, 256GB SSD ,14"", with a Laptop Bag, Mouse, Foam Cleaner -Black","UGX 780,000","UGX 1,400,000",44%
Elitebook 840 G3 6th Gen - 14 Inch  Touch Screen - Core I5 6300U / 8GB Ram / 256GB SSD / Windows 11  - Silver-Refurbished,"UGX 950,000","UGX 2,000,000",53%
"DELL Latitude Student Mini Laptop, Duo Core,64GB SSD,4GB RAM,11.6""-Gey/Black,Renewed","UGX 319,000","UGX 620,000",49%
Refurbished Probook 640 - Core i5 12GB RAM 1000GB/ 1TB HDD - Black (6MTHS WRTY),"UGX 799,000","UGX 1,900,017",58%
"Hp EliteBook 840 G7 – Power, Performance & Style!","UGX 1,675,000","UGX 2,000,000",16%
"X270/X260 Core i5 2.3 GHz 8 GB RAM 256GB SSD 12.5"" HD IPS Windows 10-Renewed","UGX 649,000","UGX 999,000",35%
"HP EliteBook 840 G5 / G6 Intel Core i5 8th Gen 16GB RAM 256GB SSD 14"" Refurbished - Silver","UGX 1,310,000","UGX 2,100,000",38%
Fast 14' 840 INTEL CORE I5 / 8GB RAM / 1TB HARD DISK G1 EliteBook - Black,"UGX 1,099,000","UGX 2,100,000",48%
"Elite x2, Core i5, 8GB RAM, 256ssd, detachable keyboard - Silver. (Refurbished).","UGX 1,250,000","UGX 1,850,000",32%
"Latitude 3380 i5 7200U 2.5GHz 8GB  Fast 256GB SSD 13.3"" With Free Microsoft Office And Windows 10 Pro","UGX 880,000","UGX 950,000",7%
"Latitude 3340/3350 13.3"", Intel Core I5, 12GB RAM, 500GB HDD,- Refurbished - Dark Grey (6MTHS WRTY)","UGX 499,000","UGX 800,000",38%
"Refurbished Thinkpad T470s/T460s Core I5, 8GB Ram, 256GB SSD - Black","UGX 699,900","UGX 1,800,000",61%
"Apple 2022 MacBook Pro MNEH3LL/A M2 Chip 13.6"" Retina Display 8GB RAM 256GB SSD - Space Gray","UGX 5,600,000","UGX 6,600,000",15%
"11.6"" Touch Screen Mini Laptop  B115  Intel, 4GB RAM 128GB SSD - Black-Refurbished","UGX 379,000","UGX 650,000",42%
"Refurbished EliteBook X360 1030 G3 Intel Core I5 8th Gen 8GB RAM 256GB SSD 13.3 Inches ,non TouchscreenDisplay-Silver(6MTHS WRTY) Grade A","UGX 1,359,000","UGX 2,000,000",32%
" Latitude Intel ,8GB Ram ,500GB HDD Refurbished( 6MTHS WRTY)  - Black","UGX 450,000","UGX 900,000",50%
"Apple Macbook Pro 13.3"" M2 chip MNEP3LL/A (2022 to 2023) 8C CPU/10C GPU/8GB/256GB Liquid Retina Display, MagSafe 3 Port for Charging, Touch Bar/ID - Space Gray","UGX 6,850,000",,
"Refurbished 11” Screen, Mini Laptop, Celeron,4gb RAM, 500GB HDD - Black Grade A","UGX 470,000","UGX 999,000",53%
"Refurbished Elite Book 840,Core I5,16GB Ram,1TB - (Grade A+) - Black (6MTHS WRTY)","UGX 780,000","UGX 1,200,000",35%
"Refurbished Thinkpad T470s Core I5, 6th Gen,8GB Ram, 256GB SSD - Black 6MONTHS WARRANTY","UGX 1,950,000",,
"Apple Macbook Pro 13.3"" M2 chip MNEP3LL/A (2022 to 2023) 8C CPU/10C GPU/8GB/256GB Liquid Retina Display, MagSafe 3 Port for Charging, Touch Bar/ID - Space Gray","UGX 6,850,000",,
"Refurbished EliteBook 820(12.5-inch,Core i5,8GB RAM,500 GB) - Black Grade A","UGX 575,000","UGX 1,390,001",59%
"Elitebook  1030 G2/G3,X360 Touch Screen,Intel core I5 8GB RAM 256GB SSD,13""-Silver,Refurbished","UGX 1,399,000","UGX 1,999,000",30%
Refurbished Latitude 3150/ 3160 8gb Ram 500gb HDD Intel - Grey (6MTHS WRTY) Grade A,"UGX 450,000","UGX 1,300,000",65%
Refurbished Latitude 11'' Inch 3180/3190 256GB SSD/4GB RAM -Black,"UGX 440,000","UGX 550,000",20%
"Refurbished Core I5 Elitebook 840 Notebook, Intel Core I5, 8 GB RAM, 500 GB HDD Free Anti Theft Bag Pack, Free Wireless Mouse - Grey,Black","UGX 699,000","UGX 1,800,000",61%
"Refurbished Elitebook 840 G1,/G2 14 Inch Core I5,8GB Ram-500GB Hard Disk, Black color","UGX 695,000","UGX 1,780,016",61%
"Refurbished EliteBook 820  12.5"" - Core i7 ,8GB RAM 500GB-Black ","UGX 659,000","UGX 1,800,000",63%
" EliteBook 820 (12.5-inch,Core i5,8GB RAM,500 GB) - Black(Refurbished) Grade A","UGX 550,000","UGX 1,290,000",57%
Elitebook 840 G3 14 Inch Touch Screen I5 8GB Ram 512GB SSD  Windows 11  - Silver-Refurbished,"UGX 1,050,000","UGX 2,100,000",50%
" Latitude 13.3-inch Intel Pentium 8GB RAM 256GB SSD Win 10,Refurished-3 Months Warranty - Grey/Black","UGX 647,000","UGX 840,000",23%
"DELL  3120/3140 Mini Laptop, Intel Processor, 4GB Ram, 64GB SSD,11.6” Windows 11-Grey (3 Months Warranty)-Refurbished","UGX 349,000","UGX 600,000",42%
Core I5 Elitebook 12GB RAM 1000GB HDD - Black (6MTHS WRTY),"UGX 890,000","UGX 1,500,000",41%
"Refurbished Latitude 3189/3190 2 In 1, 11.6"" Touch Screen Laptop, Intel Pentium , 4GB RAM DDR4, 128GB SSD-Black","UGX 550,000","UGX 1,000,000",45%
"Refurbished EliteBook 840 Intel Core I5 4GB Ram, 500GB HDD Plus Free Smart Watch- Black (6MTHS WRTY)","UGX 729,000","UGX 1,300,000",44%
"Elite Book 840,Core I5,16GB Ram,2TB - Refurbished (Grade A+) - Black (6MTHS WRTY)","UGX 960,000","UGX 2,000,000",52%
"Hp 14s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, Backlit KB, Thin & light, Dual speakers.","UGX 3,000,000",,
"Refurbished Think Pad ThinkPad 11e Mini Laptop,11.6 Inch Screen, 4GB RAM,500GB HDD Plus Free Bag and Mouse - Black","UGX 680,000","UGX 2,000,000",66%
"EliteBook 830 G6 X360 Core i5, 2in 1 Laptop , 8GB Ram, 256GB SSD, 8th Gen Touchscreen 13"" Inch-Refurbished - Silver(Grade A)","UGX 1,299,990","UGX 1,890,000",31%
"Hp Elite Book 840 G2, Intel Core I5, 16GB Ram, 500GB HDD - Silver & Black.","UGX 698,000","UGX 699,000",1%
"Hp Refurbished 14 Inch EliteBook 840 G2, Core i5 5th Gen, 16GB Ram, 1TB HDD, Windows 10 Pro - Black","UGX 850,000","UGX 1,370,000",38%
"Latitude 3189/3190 2 in 1, 11.6"" Touch Screen Laptop, Intel, 4GB RAM DDR4, 256GB SSD-BLACK Refurbished (6MTHS WRTY)","UGX 550,000","UGX 800,000",31%
"Refurbished Latitude  13.3"" Intel Pentium/Celeron, 128 GB SSD, 4GB RAM- Black","UGX 459,999","UGX 899,984",49%
Refurbished 840 Elitebook Core i5 4GB RAM 500GB HDD-Black,"UGX 699,000","UGX 1,499,999",53%
"Elitebook 830 G5  Core I5 8th Gen,16GB RAM,512 SSD, 13.3 Inch Laptop ,Windows 11,Renewed Grade A - Silver","UGX 1,399,000","UGX 1,590,000",12%
"Flex 2 in 1(Tablet and Laptop) Touchscreen 11.6""Mini Laptop,Celeron,4GB,128GB SSD plus Free Bag- Black, Renewed","UGX 595,000","UGX 1,100,000",46%
"Refurbished  Latitude Laptop 3150 8GB Ram 1TB HDD +Bag , Mousepad And Mouse - Dark Gray Grade A","UGX 519,900","UGX 1,300,000",60%
Lenovo ThinkPad X13 Gen 2 Intel i5 1135G7 2.40GHz 8GB RAM 256GB SSD Win 11 pro Renewed,"UGX 1,890,000","UGX 2,200,000",14%
"Travelmate Spin Mini Laptop ,2 in 1, Touch Screen,4GB RAM,128GB SSD,11.6 Inch","UGX 769,000","UGX 1,800,000",57%
"Refurbished Acer Travel Mate 12"" 4GB Ram 128GB SSD - Black (6MTHS WRTY)","UGX 359,000","UGX 700,000",49%
HP Refurbished Probook 11 G1 EE 4/256 Touch Screen X360 Grey (6MTHS WRTY),"UGX 1,000,000",,
"Latitude 13.3"" 8th Gen,Intel Core i3, 128GB NVMe SSD, 4GB DDR4, Refurbished","UGX 499,000","UGX 800,000",38%
"Elitebook 840/830 G5/G6 14-inch FHD (1920x1080) Business Laptop Core I5,8GB RAM,512GB SSD-Silver(6MTHS WRTY) Refurbished","UGX 1,254,980","UGX 1,700,000",26%
"DELL  Latitude 3190 2-in-1, 11'' inch 3190 Touch X360 128GB SSD/4GB RAM DDR4 (Renewed), plus wireless mouse","UGX 450,000","UGX 700,000",36%
