StockCode,Description,Total_revenue,Total_Quantity,Num_Transactions,First_Sale_Date,Last_Sale_Date,Days_activity,Sales_velocity,Movment_category,CumulativeRevenue,TotalRevenuePct,CumulativePct,ABC_Class,stokeout_risk,SalesStdDev,Seasonality_score,Trend
21990,MODERN FLORAL STATIONERY SET,1745.05,1219,177,2010-12-02,2011-12-09,373,3.27,medium_moving,1751766.599999998,0.00019582203158007299,0.19657573964420316,A,High_risk,107.94,high,stable
21991,BOHEMIAN COLLAGE STATIONERY SET,675.53,471,102,2010-12-03,2011-12-07,370,1.27,medium_moving,1752442.129999998,7.580508122591714e-05,0.1966515447254291,A,High_risk,38.84,medium,stable
21992,VINTAGE PAISLEY STATIONERY SET,1658.69,1163,199,2010-12-01,2011-11-15,350,3.32,medium_moving,1754100.819999998,0.000186131082525745,0.1968376758079548,A,High_risk,100.36,high,stable
21993,FLORAL FOLK STATIONERY SET,1934.8500000000001,1366,205,2010-12-02,2011-12-08,372,3.67,medium_moving,1756035.669999998,0.00021712057408252157,0.19705479638203735,A,High_risk,115.99,high,stable
22021,BLUE FELT EASTER EGG BASKET,577.4999999999999,350,64,2010-12-05,2011-03-21,107,3.27,medium_moving,1756613.169999998,6.480457479011612e-05,0.19711960095682746,A,low_risk,38.34,medium,stable
22023,EMPIRE BIRTHDAY CARD,481.29,1143,84,2010-12-02,2011-12-06,370,3.09,medium_moving,1757094.459999998,5.400830095365367e-05,0.19717360925778113,A,low_risk,37.97,medium,stable
22024,RAINY LADIES BIRTHDAY CARD,928.99,2304,129,2010-12-01,2011-12-06,371,6.21,fast_moving,1758023.449999998,0.00010424727607665799,0.1972778565338578,A,low_risk,86.84,medium,stable
22025,RING OF ROSES BIRTHDAY CARD,707.04,1776,87,2010-12-01,2011-12-06,371,4.79,fast_moving,1758730.4899999981,7.934099837160816e-05,0.19735719753222938,A,low_risk,87.85,medium,stable
22026,BANQUET BIRTHDAY  CARD  ,647.28,1572,100,2010-12-07,2011-12-05,364,4.32,fast_moving,1759377.7699999982,7.263498730761276e-05,0.197429832519537,A,low_risk,64.34,medium,stable
22027,TEA PARTY BIRTHDAY CARD,1702.79,4165,262,2010-12-02,2011-12-08,372,11.2,fast_moving,1761080.5599999982,0.00019107979550971748,0.19762091231504672,A,low_risk,134.31,high,stable
22028,PENNY FARTHING BIRTHDAY CARD,1203.49,2915,185,2010-12-02,2011-12-08,372,7.84,fast_moving,1762284.0499999982,0.00013505048954832357,0.19775596280459506,A,low_risk,116.22,high,stable
22029,SPACEBOY BIRTHDAY CARD,3130.22,7858,394,2010-12-02,2011-12-08,372,21.12,fast_moving,1765414.2699999982,0.0003512598720337962,0.19810722267662884,A,low_risk,168.19,high,stable
22030,SWALLOWS GREETING CARD,2130.63,5361,242,2010-12-01,2011-12-08,373,14.37,fast_moving,1767544.899999998,0.00023909016655422537,0.19834631284318305,A,low_risk,292.15,high,stable
22031,BOTANICAL LAVENDER BIRTHDAY CARD,158.61,363,32,2010-12-02,2011-12-08,372,0.98,medium_moving,1767703.5099999981,1.7798534385212677e-05,0.1983641113775683,A,low_risk,15.09,low,stable
22032,BOTANICAL LILY GREETING CARD,151.62,361,31,2010-12-15,2011-11-25,346,1.04,medium_moving,1767855.1299999983,1.7014146544895945e-05,0.1983811255241132,A,low_risk,12.04,low,stable
22033,BOTANICAL ROSE GREETING CARD,141.12,336,21,2010-12-15,2011-07-21,219,1.53,medium_moving,1767996.2499999984,1.5835881548712016e-05,0.1983969614056619,A,low_risk,27.71,medium,stable
22034,ROBIN CHRISTMAS CARD,1.26,3,1,2010-12-05,2010-12-05,1,3.0,medium_moving,1767997.5099999984,1.4139179954207156e-07,0.19839710279746145,A,,,,
22035,VINTAGE CARAVAN GREETING CARD ,574.06,1406,87,2010-12-03,2011-10-17,319,4.41,fast_moving,1768571.5699999984,6.441855273422348e-05,0.19846152135019568,A,low_risk,70.21,medium,stable
22037,ROBOT BIRTHDAY CARD,1573.12,3795,257,2010-12-02,2011-12-08,372,10.2,fast_moving,1770144.6899999985,0.00017652878388541555,0.19863805013408112,A,low_risk,125.19,high,stable
22038,BOTANICAL LAVENDER GIFT WRAP ,199.5,475,19,2011-02-02,2011-12-06,308,1.54,medium_moving,1770344.1899999985,2.2387034927494664e-05,0.1986604371690086,A,low_risk,26.35,medium,stable
22039,BOTANICAL LILY GIFT WRAP,105.0,250,7,2011-04-10,2011-10-25,199,1.26,medium_moving,1770449.1899999985,1.1782649961839297e-05,0.19867221981897046,A,High_risk,55.9,medium,stable
22040,BOTANICAL ROSE GIFT WRAP,304.5,725,28,2010-12-16,2011-11-17,337,2.15,medium_moving,1770753.6899999985,3.4169684889333964e-05,0.19870638950385977,A,low_risk,40.73,medium,stable
22041,"RECORD FRAME 7"" SINGLE SIZE ",8450.82,3812,196,2010-12-01,2011-12-08,373,10.22,fast_moving,1779204.5099999986,0.000948314799528674,0.19965470430338847,A,low_risk,155.51,high,stable
22042,CHRISTMAS CARD SINGING ANGEL,156.24,372,25,2010-12-02,2011-12-06,370,1.01,medium_moving,1779360.7499999986,1.7532583143216875e-05,0.19967223688653168,A,low_risk,19.42,low,stable
22043,CHRISTMAS CARD SCREEN PRINT ,283.32,1188,43,2010-12-02,2011-12-02,366,3.25,medium_moving,1779644.0699999987,3.179295606846009e-05,0.19970402984260016,A,High_risk,165.53,high,stable
22044,CHRISTMAS CARD STACK OF PRESENTS,196.44,816,36,2010-12-02,2011-11-07,341,2.39,medium_moving,1779840.5099999986,2.204365484289249e-05,0.19972607349744304,A,High_risk,158.23,high,stable
22045,SPACEBOY GIFT WRAP,2662.84,6502,206,2010-12-02,2011-12-08,372,17.48,fast_moving,1782503.3499999987,0.0002988124916608015,0.20002488598910384,A,low_risk,272.02,high,stable
22046,TEA PARTY  WRAPPING PAPER ,929.0,2250,75,2010-12-23,2011-12-08,351,6.41,fast_moving,1783432.3499999987,0.00010424839823379721,0.20012913438733765,A,low_risk,78.04,medium,stable
22047,EMPIRE GIFT WRAP,1384.0,3400,105,2010-12-13,2011-12-05,358,9.5,fast_moving,1784816.3499999987,0.00015530654806843416,0.20028444093540607,A,low_risk,142.75,high,stable
22048,BIRTHDAY BANQUET GIFT WRAP,393.5,975,32,2010-12-08,2011-12-05,363,2.69,medium_moving,1785209.8499999987,4.4156883428416794e-05,0.2003285978188345,A,meduim_risk,61.35,medium,stable
22049,WRAP CHRISTMAS SCREEN PRINT,275.25,1025,31,2010-12-01,2011-10-20,324,3.16,medium_moving,1785485.0999999987,3.08873752571073e-05,0.2003594851940916,A,meduim_risk,186.39,high,stable
22050,PINK PAISLEY ROSE GIFT WRAP,498.5,1225,40,2010-12-06,2011-12-05,365,3.36,medium_moving,1785983.5999999987,5.593953339025609e-05,0.20041542472748186,A,meduim_risk,69.34,medium,stable
22051,BLUE SCANDINAVIAN PAISLEY WRAP,420.0,1000,39,2010-12-08,2011-11-24,352,2.84,medium_moving,1786403.5999999987,4.713059984735719e-05,0.2004625553273292,A,low_risk,34.27,medium,stable
22052,VINTAGE CARAVAN GIFT WRAP,239.82,571,23,2010-12-06,2011-07-11,218,2.62,medium_moving,1786643.4199999988,2.6911572512840955e-05,0.20048946689984207,A,meduim_risk,83.49,medium,stable
22053,EMPIRE DESIGN ROSETTE,3596.4199999999996,4236,26,2010-12-10,2011-11-08,334,12.68,fast_moving,1790239.8399999987,0.00040357483786436266,0.20089304173770642,A,High_risk,1252.67,high,stable
22055,MINI CAKE STAND  HANGING STRAWBERY,1665.08,1248,142,2010-12-10,2011-12-08,364,3.43,medium_moving,1791904.9199999988,0.00018684814093770835,0.20107988987864414,A,meduim_risk,74.77,medium,stable
22057,CERAMIC PLATE STRAWBERRY DESIGN,648.18,578,56,2010-12-08,2011-12-08,366,1.58,medium_moving,1792553.0999999987,7.273598145014281e-05,0.20115262586009428,A,High_risk,44.96,medium,stable
22059,CERAMIC STRAWBERRY DESIGN MUG,1973.1699999999998,1749,142,2010-12-01,2011-12-09,374,4.68,fast_moving,1794526.2699999986,0.00022142068024002328,0.20137404654033428,A,meduim_risk,123.72,high,stable
22060,LARGE CAKE STAND HANGING HEARTS,1118.95,233,34,2010-12-02,2011-05-23,173,1.35,medium_moving,1795645.2199999986,0.00012556377309333412,0.2014996103134276,A,meduim_risk,35.61,medium,stable
22061,LARGE CAKE STAND  HANGING STRAWBERY,3864.63,565,129,2010-12-02,2011-12-09,373,1.51,medium_moving,1799509.8499999985,0.00043367221449545717,0.20193328252792306,A,High_risk,57.97,medium,stable
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,603.89,559,52,2010-12-16,2011-10-14,303,1.84,medium_moving,1800113.7399999984,6.776594748052508e-05,0.20200104847540357,A,meduim_risk,36.07,medium,stable
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1127.2,544,81,2010-12-08,2011-12-08,366,1.49,medium_moving,1801240.9399999983,0.0001264895527331929,0.20212753802813677,A,High_risk,52.62,medium,stable
22064,PINK DOUGHNUT TRINKET POT ,2142.6,1608,164,2010-12-01,2011-12-08,373,4.31,fast_moving,1803383.5399999984,0.00024043338864987503,0.20236797141678664,A,meduim_risk,95.17,high,stable
22065,CHRISTMAS PUDDING TRINKET POT ,2892.02,6440,164,2010-12-01,2011-12-07,372,17.31,fast_moving,1806275.5599999984,0.00032453008897750935,0.20269250150576415,A,High_risk,1018.73,high,stable
22066,LOVE HEART TRINKET POT,1035.3799999999999,2248,131,2010-12-20,2011-12-06,352,6.39,fast_moving,1807310.9399999983,0.00011618590588084924,0.20280868741164498,A,meduim_risk,127.9,high,stable
22067,CHOC TRUFFLE GOLD TRINKET POT ,569.13,389,48,2010-12-03,2011-12-08,371,1.05,medium_moving,1807880.0699999982,6.386532926458665e-05,0.20287255274090957,A,low_risk,18.09,low,stable
22068,BLACK PIRATE TREASURE CHEST,509.36999999999995,437,81,2010-12-01,2011-12-09,374,1.17,medium_moving,1808389.4399999983,5.7159318200591255e-05,0.20292971205911017,A,High_risk,45.6,medium,stable
22069,BROWN  PIRATE TREASURE CHEST ,240.77999999999997,220,37,2010-12-05,2011-12-09,370,0.59,slow_moving,1808630.2199999983,2.701929959820634e-05,0.20295673135870837,A,High_risk,28.12,medium,stable
22070,SMALL RED RETROSPOT MUG IN BOX ,2034.43,874,84,2010-12-02,2011-12-08,372,2.35,medium_moving,1810664.6499999983,0.00022829501487490211,0.20318502637358327,A,High_risk,132.84,high,stable
22071,SMALL WHITE RETROSPOT MUG IN BOX ,1298.79,711,72,2010-12-02,2011-12-08,372,1.91,medium_moving,1811963.4399999983,0.00014574464708511675,0.2033307710206684,A,High_risk,142.13,high,stable
22072,RED RETROSPOT TEA CUP AND SAUCER ,2539.19,813,139,2010-12-03,2011-12-09,372,2.19,medium_moving,1814502.6299999983,0.0002849370186343117,0.2036157080393027,A,meduim_risk,51.24,medium,stable
22073,RED RETROSPOT STORAGE JAR,1074.6,300,45,2010-12-06,2011-05-04,150,2.0,medium_moving,1815577.2299999984,0.00012058700618088102,0.2037362950454836,A,meduim_risk,36.83,medium,stable
22074,6 RIBBONS SHIMMERING PINKS ,774.5899999999999,1001,75,2010-12-01,2011-12-09,374,2.68,medium_moving,1816351.8199999984,8.692116984705809e-05,0.20382321621533067,A,High_risk,106.12,high,stable
22075,6 RIBBONS ELEGANT CHRISTMAS ,2019.2299999999998,1565,120,2010-12-01,2011-12-09,374,4.18,fast_moving,1818371.0499999984,0.00022658933602328344,0.20404980555135394,A,High_risk,179.75,high,stable
22076,6 RIBBONS EMPIRE  ,1304.37,1035,113,2010-12-03,2011-12-09,372,2.78,medium_moving,1819675.4199999985,0.00014637081076880308,0.20419617636212276,A,High_risk,81.15,medium,stable
22077,6 RIBBONS RUSTIC CHARM,14988.589999999998,8605,726,2010-12-01,2011-12-09,374,23.01,fast_moving,1834664.0099999986,0.001681955327538332,0.2058781316896611,A,low_risk,284.68,high,stable
22078,RIBBON REEL LACE DESIGN ,2610.0,1300,143,2010-12-03,2011-12-09,372,3.49,medium_moving,1837274.0099999986,0.00029288301333714825,0.20617101470299826,A,meduim_risk,86.08,medium,stable
22079,RIBBON REEL HEARTS DESIGN ,2831.9900000000002,1715,225,2010-12-05,2011-12-07,368,4.66,fast_moving,1840105.9999999986,0.000317793779670755,0.206488808482669,A,meduim_risk,103.28,high,stable
22080,RIBBON REEL POLKADOTS ,1902.3,1182,126,2010-12-03,2011-12-09,372,3.18,medium_moving,1842008.2999999986,0.00021346795259435136,0.20670227643526334,A,meduim_risk,100.82,high,stable
22081,RIBBON REEL FLORA + FAUNA ,994.87,595,89,2010-12-01,2011-12-09,374,1.59,medium_moving,1843003.1699999988,0.00011164004730985773,0.20681391648257322,A,low_risk,25.31,medium,stable
22082,RIBBON REEL STRIPES DESIGN ,4208.78,2558,334,2010-12-01,2011-12-07,372,6.88,fast_moving,1847211.9499999988,0.00047229125244180944,0.20728620773501505,A,low_risk,89.29,medium,stable
22083,PAPER CHAIN KIT RETROSPOT,12043.210000000001,4307,444,2010-12-01,2011-12-09,374,11.52,fast_moving,1859255.1599999988,0.00135143740806593,0.20863764514308097,A,low_risk,122.77,high,stable
22084,PAPER CHAIN KIT EMPIRE,13435.150000000001,4893,374,2010-12-02,2011-12-08,372,13.15,fast_moving,1872690.3099999987,0.001507634948902907,0.21014528009198385,A,High_risk,754.12,high,stable
22085,PAPER CHAIN KIT SKULLS ,1415.65,507,73,2010-12-06,2011-12-07,367,1.38,medium_moving,1874105.9599999986,0.0001588581754140743,0.21030413826739794,A,meduim_risk,32.39,medium,stable
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,42660.83,15617,980,2010-12-01,2011-12-09,374,41.76,fast_moving,1916766.7899999986,0.004787215494966979,0.2150913537623649,A,High_risk,1778.64,high,stable
22087,PAPER BUNTING WHITE LACE,10264.050000000001,3779,257,2010-12-01,2011-12-09,374,10.1,fast_moving,1927030.8399999987,0.0011517876984839682,0.2162431414608489,A,meduim_risk,363.2,high,stable
22088,PAPER BUNTING COLOURED LACE,4683.1,1698,169,2010-12-01,2011-07-06,218,7.79,fast_moving,1931713.9399999988,0.0005255174098694249,0.21676865887071833,A,meduim_risk,152.76,high,stable
22089,PAPER BUNTING VINTAGE PAISLEY,3398.5000000000005,1190,180,2010-12-02,2011-12-05,369,3.22,medium_moving,1935112.4399999988,0.0003813651037648653,0.2171500239744832,A,meduim_risk,62.81,medium,stable
22090,PAPER BUNTING RETROSPOT,18791.890000000003,6879,567,2010-12-02,2011-12-08,372,18.49,fast_moving,1953904.3299999987,0.002108745352298936,0.21925876932678212,A,meduim_risk,350.2,high,stable
22091,EMPIRE TISSUE BOX,922.7900000000001,1945,130,2010-12-05,2011-12-08,369,5.27,fast_moving,1954827.1199999987,0.00010355153865033987,0.21936232086543245,A,High_risk,202.92,high,stable
22092,BLUE PAISLEY TISSUE BOX,312.34000000000003,668,88,2010-12-01,2011-12-08,373,1.79,medium_moving,1955139.4599999988,3.5049456086484636e-05,0.21939737032151896,A,meduim_risk,57.95,medium,stable
22093,MOTORING TISSUE BOX,806.76,1828,153,2010-12-05,2011-12-06,367,4.98,fast_moving,1955946.2199999988,9.053114936393782e-05,0.2194879014708829,A,High_risk,180.64,high,stable
22094,RED RETROSPOT TISSUE BOX,933.24,2087,145,2010-12-01,2011-12-08,373,5.6,fast_moving,1956879.4599999988,0.00010472419286082767,0.2195926256637437,A,High_risk,195.25,high,stable
22095,LADS ONLY TISSUE BOX,1432.04,1578,102,2010-12-01,2011-12-09,374,4.22,fast_moving,1958311.4999999988,0.00016069739096526045,0.219753323054709,A,High_risk,138.68,high,stable
22096,PINK PAISLEY SQUARE TISSUE BOX ,564.48,1364,109,2010-12-01,2011-12-08,373,3.66,medium_moving,1958875.9799999988,6.334352619484806e-05,0.21981666658090382,A,High_risk,183.79,high,stable
22097,SWALLOW SQUARE TISSUE BOX,692.73,1591,132,2010-12-01,2011-12-08,373,4.27,fast_moving,1959568.7099999988,7.773519150538035e-05,0.2198944017724092,A,High_risk,154.62,high,stable
22098,BOUDOIR SQUARE TISSUE BOX,911.72,1957,143,2010-12-01,2011-12-08,373,5.25,fast_moving,1960480.4299999988,0.00010230931069722023,0.21999671108310642,A,High_risk,229.4,high,stable
22099,CARAVAN SQUARE TISSUE BOX,707.63,1405,122,2010-12-01,2011-12-08,373,3.77,medium_moving,1961188.0599999987,7.94072056428223e-05,0.22007611828874923,A,High_risk,132.08,high,stable
22100,SKULLS SQUARE TISSUE BOX,305.81,729,38,2010-12-01,2011-12-06,371,1.96,medium_moving,1961493.8699999987,3.4316687474572144e-05,0.22011043497622382,A,High_risk,77.23,medium,stable
22101,MIRROR MOSAIC VOTIVE HOLDER,631.62,837,24,2010-12-07,2011-12-06,365,2.29,medium_moving,1962125.4899999988,7.087768922758987e-05,0.2201813126654514,A,High_risk,197.38,high,stable
22102,MIRROR MOSAIC T-LIGHT HOLDER ,715.05,1533,18,2010-12-10,2011-11-28,354,4.33,fast_moving,1962840.5399999989,8.023984624012561e-05,0.22026155251169155,A,High_risk,452.21,high,stable
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,714.09,1165,15,2011-01-12,2011-10-24,286,4.07,fast_moving,1963554.629999999,8.013211915476023e-05,0.2203416846308463,A,High_risk,325.58,high,stable
22104,MIRROR MOSAIC CANDLE PLATE,120.07,151,12,2011-04-04,2011-11-29,240,0.63,slow_moving,1963674.699999999,1.3473740770648042e-05,0.22035515837161695,A,High_risk,45.14,medium,stable
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,566.5,506,10,2010-12-10,2011-10-24,319,1.59,medium_moving,1964241.199999999,6.357020193697107e-05,0.22041872857355393,A,High_risk,179.8,high,stable
22106,MIRROR MOSAIC HURRICANE LAMP ,584.9,286,12,2011-04-06,2011-12-01,240,1.19,medium_moving,1964826.099999999,6.5634971073141e-05,0.22048436354462705,A,High_risk,90.61,medium,stable
22107,PIZZA PLATE IN BOX,967.48,293,69,2010-12-01,2011-12-07,372,0.79,slow_moving,1965793.579999999,0.00010856645890552651,0.22059293000353258,A,High_risk,21.87,medium,stable
22108,PING! MICROWAVE PLATE,246.53,101,28,2010-12-15,2011-12-08,359,0.28,slow_moving,1966040.109999999,2.7664539953259447e-05,0.22062059454348584,A,meduim_risk,9.18,low,stable
22109,FULL ENGLISH BREAKFAST PLATE,4993.05,1383,158,2010-12-01,2011-12-08,373,3.71,medium_moving,1971033.159999999,0.0005602986703996353,0.22118089321388548,A,meduim_risk,84.73,medium,stable
22110,BIRD HOUSE HOT WATER BOTTLE,1564.61,618,154,2010-12-01,2011-12-08,373,1.66,medium_moving,1972597.769999999,0.00017557382815993697,0.22135646704204545,A,High_risk,65.8,medium,stable
22111,SCOTTIE DOG HOT WATER BOTTLE,20104.350000000002,4259,656,2010-12-01,2011-12-09,374,11.39,fast_moving,1992702.1199999992,0.0022560239881933702,0.22361249103023884,A,High_risk,371.0,high,stable
22112,CHOCOLATE HOT WATER BOTTLE,23624.24,5160,700,2010-12-01,2011-12-09,374,13.8,fast_moving,2016326.3599999992,0.002651010957471261,0.2262635019877101,A,High_risk,444.97,high,stable
22113,GREY HEART HOT WATER BOTTLE,12191.15,3156,511,2010-12-01,2011-12-09,374,8.44,fast_moving,2028517.509999999,0.0013680386007835917,0.22763154058849366,A,High_risk,244.93,high,stable
22114,HOT WATER BOTTLE TEA AND SYMPATHY,15415.22,3736,514,2010-12-01,2011-12-09,374,9.99,fast_moving,2043932.729999999,0.0017298299175689939,0.22936137050606265,A,High_risk,455.75,high,stable
22115,METAL SIGN EMPIRE TEA,1706.8100000000002,1495,183,2010-12-01,2011-12-08,373,4.01,fast_moving,2045639.539999999,0.00019153090267968507,0.22955290140874235,A,meduim_risk,106.94,high,stable
22116,METAL SIGN HIS DINNER IS SERVED,493.39000000000004,505,90,2010-12-03,2011-12-08,371,1.36,medium_moving,2046132.929999999,5.536611109211325e-05,0.22960826751983446,A,meduim_risk,36.37,medium,stable
22117,METAL SIGN HER DINNER IS SERVED ,3802.5,1290,72,2010-12-01,2011-12-06,371,3.48,medium_moving,2049935.429999999,0.000426700252189466,0.23003496777202392,A,High_risk,215.61,high,stable
22118,JOY WOODEN BLOCK LETTERS,748.83,219,78,2010-12-01,2011-12-09,374,0.59,slow_moving,2050684.259999999,8.40304930564202e-05,0.23011899826508034,A,High_risk,25.7,medium,stable
22119,PEACE WOODEN BLOCK LETTERS,1731.3600000000001,348,103,2010-12-01,2011-12-09,374,0.93,medium_moving,2052415.6199999992,0.00019428579845647703,0.23031328406353682,A,High_risk,34.97,medium,stable
22120,WELCOME  WOODEN BLOCK LETTERS,4856.5199999999995,505,167,2010-12-01,2011-12-04,369,1.37,medium_moving,2057272.1399999992,0.0005449778589778265,0.23085826192251466,A,low_risk,20.64,medium,stable
22121,NOEL WOODEN BLOCK LETTERS ,1930.89,333,114,2010-12-01,2011-12-08,373,0.89,medium_moving,2059203.029999999,0.00021667619985538936,0.23107493812237004,A,meduim_risk,26.03,medium,stable
22123,PING MICROWAVE APRON,794.39,443,72,2010-12-05,2011-12-09,370,1.2,medium_moving,2059997.419999999,8.914304098271922e-05,0.23116408116335274,A,meduim_risk,27.5,medium,stable
22124,SET OF 2 TEA TOWELS PING MICROWAVE,130.37,79,23,2011-06-28,2011-12-08,164,0.48,slow_moving,2060127.789999999,1.4629562624047516e-05,0.23117871072597682,A,High_risk,16.53,low,stable
22125,UNION JACK HOT WATER BOTTLE ,23.8,4,1,2011-11-23,2011-11-23,1,4.0,fast_moving,2060151.5899999992,2.6707339913502408e-06,0.23118138145996817,A,,,,stable
22127,PARTY CONES CARNIVAL ASSORTED,479.7,402,20,2010-12-01,2011-03-23,113,3.56,medium_moving,2060631.289999999,5.3829877968517247e-05,0.23123521133793667,A,meduim_risk,73.87,medium,stable
22128,PARTY CONES CANDY ASSORTED,2042.69,1729,72,2010-12-01,2011-11-18,353,4.9,fast_moving,2062673.979999999,0.00022922191667190014,0.23146443325460858,A,meduim_risk,124.96,high,stable
22129,PARTY CONES CANDY DECORATION,233.27999999999997,296,8,2011-10-03,2011-12-05,64,4.62,fast_moving,2062907.259999999,2.6177681743789246e-05,0.23149061093635237,A,High_risk,134.44,high,stable
22129,PARTY CONES CANDY TREE DECORATION,557.28,696,28,2010-12-05,2011-08-10,249,2.8,medium_moving,2063464.539999999,6.253557305460764e-05,0.23155314650940698,A,meduim_risk,67.85,medium,stable
22130,PARTY CONE CHRISTMAS DECORATION ,1260.53,1505,88,2010-12-01,2011-12-08,373,4.03,fast_moving,2064725.0699999991,0.00014145127387045036,0.23169459778327742,A,meduim_risk,135.04,high,stable
22131,FOOD CONTAINER SET 3 LOVE HEART ,3370.42,1890,180,2010-12-02,2011-12-06,370,5.11,fast_moving,2068095.489999999,0.0003782140865179277,0.23207281186979534,A,low_risk,89.91,medium,stable
22132,RED LOVE HEART SHAPE CUP,772.91,935,83,2010-12-03,2011-12-08,371,2.52,medium_moving,2068868.399999999,8.673264744766868e-05,0.232159544517243,A,High_risk,72.13,medium,stable
22133,PINK LOVE HEART SHAPE CUP,585.78,702,60,2010-12-03,2011-12-06,369,1.9,medium_moving,2069454.179999999,6.57337209013926e-05,0.2322252782381444,A,meduim_risk,47.23,medium,stable
22134,LADLE LOVE HEART RED ,2.52,6,1,2010-12-05,2010-12-05,1,6.0,fast_moving,2069456.699999999,2.827835990841431e-07,0.2322255610217435,A,,,,
22134,MINI LADLE LOVE HEART RED ,252.66,631,54,2011-01-05,2011-12-06,336,1.88,medium_moving,2069709.359999999,2.8352422279603018e-05,0.23225391344402307,A,High_risk,83.19,medium,stable
22135,LADLE LOVE HEART PINK,7.98,19,3,2010-12-01,2010-12-05,5,3.8,medium_moving,2069717.339999999,8.954813970997866e-07,0.23225480892542016,A,,,,
22135,MINI LADLE LOVE HEART PINK,106.98,243,45,2011-01-13,2011-12-06,328,0.74,slow_moving,2069824.319999999,1.200483707540541e-05,0.23226681376249558,A,low_risk,12.65,low,stable
22136,LOVE HEART SOCK HANGER,531.9,334,50,2010-12-01,2011-10-31,335,1.0,medium_moving,2070356.2199999988,5.968753823526021e-05,0.23232650130073082,A,High_risk,33.84,medium,stable
22137,BATHROOM SET LOVE HEART DESIGN,191.0,68,11,2010-12-03,2011-08-11,252,0.27,slow_moving,2070547.2199999988,2.143320135915529e-05,0.23234793450209,A,meduim_risk,9.35,low,stable
22138,BAKING SET 9 PIECE RETROSPOT ,23007.55,4797,854,2010-12-21,2011-12-09,354,13.55,fast_moving,2093554.7699999989,0.0025818086488525304,0.23492974315094253,A,meduim_risk,293.59,high,stable
22139,RETROSPOT TEA SET CERAMIC 11 PC ,20470.780000000002,4248,823,2010-12-01,2011-12-09,374,11.36,fast_moving,2114025.549999999,0.0022971431922459112,0.23722688634318845,A,low_risk,184.69,high,stable
22141,CHRISTMAS CRAFT TREE TOP ANGEL,5025.580000000001,2448,348,2010-12-01,2011-12-09,374,6.55,fast_moving,2119051.129999999,0.000563949047573527,0.23779083539076198,A,High_risk,320.21,high,stable
22142,CHRISTMAS CRAFT WHITE FAIRY ,4339.29,3073,321,2010-12-01,2011-12-08,373,8.24,fast_moving,2123390.419999999,0.0004869365252658061,0.23827777191602778,A,High_risk,444.56,high,stable
22144,CHRISTMAS CRAFT LITTLE FRIENDS,7128.1,3468,421,2010-12-01,2011-12-09,374,9.27,fast_moving,2130518.519999999,0.0007998848304093971,0.2390776567464372,A,High_risk,427.98,high,stable
22145,CHRISTMAS CRAFT HEART STOCKING ,63.0,30,1,2010-12-08,2010-12-08,1,30.0,fast_moving,2130581.519999999,7.069589977103578e-06,0.23908472633641428,A,,,,
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.95,1,1,2011-01-25,2011-01-25,1,1.0,medium_moving,2130583.4699999993,2.1882064214844408e-07,0.23908494515705647,A,,,,
22147,FELTCRAFT BUTTERFLY HEARTS,8314.55,6127,436,2010-12-01,2011-12-01,366,16.74,fast_moving,2138898.019999999,0.000933023164192485,0.24001796832124891,A,High_risk,579.26,high,stable
22148,EASTER CRAFT 4 CHICKS ,3367.0499999999997,1819,159,2011-01-04,2011-12-04,335,5.43,fast_moving,2142265.069999999,0.0003778359195620095,0.24039580424081092,A,High_risk,264.64,high,stable
22149,FELTCRAFT 6 FLOWER FRIENDS,11566.390000000001,5890,461,2010-12-01,2011-11-10,345,17.07,fast_moving,2153831.459999999,0.001297930711353509,0.24169373495216442,A,meduim_risk,437.1,high,stable
22150,3 STRIPEY MICE FELTCRAFT,5478.05,2923,402,2010-12-01,2011-12-08,373,7.84,fast_moving,2159309.509999999,0.0006147232916519406,0.24230845824381636,A,low_risk,96.96,high,stable
22151,PLACE SETTING WHITE HEART,5922.2699999999995,14877,289,2010-12-01,2011-12-09,374,39.78,fast_moving,2165231.779999999,0.0006645717560904953,0.24297302999990686,A,low_risk,581.46,high,stable
22152,PLACE SETTING WHITE STAR,967.55,2351,93,2010-12-01,2011-12-05,370,6.35,fast_moving,2166199.3299999987,0.00010857431400550107,0.24308160431391235,A,High_risk,239.78,high,stable
22153,ANGEL DECORATION STARS ON DRESS,1012.62,2459,86,2010-12-01,2011-12-09,374,6.57,fast_moving,2167211.949999999,0.00011363187623197818,0.24319523619014433,A,High_risk,263.88,high,stable
22154,ANGEL DECORATION 3 BUTTONS ,1457.52,3532,111,2010-12-03,2011-12-06,369,9.57,fast_moving,2168669.469999999,0.0001635566473560001,0.24335879283750034,A,meduim_risk,394.44,high,stable
22155,STAR DECORATION RUSTIC,925.26,2203,85,2010-12-03,2011-12-09,372,5.92,fast_moving,2169594.7299999986,0.00010382871146372788,0.24346262154896403,A,meduim_risk,253.13,high,stable
